index,ip_source,ip_destination,is_anomaly,source_pod_label,source_namespace_label,source_port_label,destination_pod_label,destination_namespace_label,destination_port_label,ack_flag,psh_flag,timestamp,anomaly_class
4667096,10.42.1.215,10.42.2.46,False,color-app-blue-3-66c9765fdd-jvgwt,blue,3000.0,color-app-blue-4-65f4b66f88-bw479,blue,43268.0,True,False,2024-08-08T14:16:40.018441413Z,0
188518,10.42.3.55,10.42.4.58,False,color-app-pink-7-6dd49bf4b8-cv8rm,pink,80.0,ddos-simulator-pink-28718762-fcxgl,pink,55346.0,True,False,2024-08-08T14:02:09.494730730Z,0
337947,10.42.2.155,10.42.2.63,False,color-app-green-19-7767844584-j2ghq,green,80.0,ddos-simulator-green-28718762-gtkqm,green,53968.0,True,False,2024-08-08T14:02:25.810435557Z,0
3474777,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,33386.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:25.222405283Z,1
1676216,10.42.2.189,10.42.1.92,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-indigo-5-5874b58fdc-qv2g4,indigo,,False,False,2024-08-08T14:10:20.216544670Z,0
795138,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,50734.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:26.134763683Z,1
3784735,10.42.0.148,10.42.4.63,True,ddos-simulator-red-28718795-v6gk8,red,59724.0,color-app-red-2-6fb9d7579-s6ncd,red,80.0,False,False,2024-08-08T14:35:12.696047167Z,1
2079248,10.42.2.189,10.42.2.84,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-yellow-5-7c766b68bc-b26b5,yellow,,False,False,2024-08-08T14:12:03.095528744Z,0
2402547,10.42.4.150,10.42.4.152,False,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,ddos-simulator-yellow-28718772-ntwbv,yellow,50358.0,True,False,2024-08-08T14:12:12.314671163Z,0
1325278,10.42.4.81,140.82.121.3,True,vuln-scanner-kube-owasp-zap-vpcp9,owasp-zap,55740.0,,,443.0,False,False,2024-08-08T14:05:23.675633458Z,3
3984185,10.42.1.112,10.42.2.241,False,color-app-red-3-7c994d6b66-mlr9q,red,80.0,ddos-simulator-red-28718772-vmgd5,red,60744.0,True,False,2024-08-08T14:12:32.719086735Z,0
2433053,10.42.4.150,10.42.4.152,False,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,ddos-simulator-yellow-28718772-ntwbv,yellow,49440.0,True,False,2024-08-08T14:12:10.091259483Z,0
3234300,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,44788.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:18.380743294Z,1
455945,10.42.1.61,10.42.3.251,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,ddos-simulator-yellow-28718762-8lwmw,yellow,42632.0,True,False,2024-08-08T14:02:08.338992497Z,0
266828,10.42.2.63,10.42.2.155,True,ddos-simulator-green-28718762-gtkqm,green,53248.0,color-app-green-19-7767844584-j2ghq,green,80.0,False,False,2024-08-08T14:02:16.610229369Z,1
2415248,10.42.2.61,10.42.2.204,False,color-app-white-13-59cbd685d5-k9nrr,white,55324.0,color-app-white-4-55674fd848-d2mz2,white,3000.0,False,False,2024-08-08T14:14:31.090175278Z,0
3632245,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,49397.0,False,False,2024-08-08T14:22:59.632356133Z,2
2263768,10.42.1.112,10.42.2.241,False,color-app-red-3-7c994d6b66-mlr9q,red,80.0,ddos-simulator-red-28718772-vmgd5,red,44322.0,True,False,2024-08-08T14:12:04.312981462Z,0
271623,10.42.2.67,10.42.3.201,True,ddos-simulator-red-28718762-4t8xb,red,37050.0,color-app-red-4-84d789dcb4-kxzwd,red,80.0,False,False,2024-08-08T14:02:13.093437280Z,1
4094391,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,37198.0,True,False,2024-08-08T14:35:20.313658311Z,0
4247842,10.42.2.115,10.42.1.98,True,port-scanner-28718780-tlqcx,orange,53751.0,,,48087.0,False,False,2024-08-08T14:23:45.174049444Z,2
4847805,10.42.3.55,10.42.2.189,False,color-app-pink-7-6dd49bf4b8-cv8rm,pink,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:42:13.984586997Z,0
4911387,10.42.0.54,10.42.4.201,False,color-app-gray-11-f56db56c8-nzhb9,gray,80.0,color-app-gray-12-56d586bc57-pr6q6,gray,39884.0,True,False,2024-08-08T14:41:41.035859008Z,0
4142650,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,55688.0,False,False,2024-08-08T14:23:36.506657618Z,2
2110418,10.42.0.225,10.42.4.175,False,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,ddos-simulator-blue-28718762-zlgx7,blue,60406.0,True,False,2024-08-08T14:02:24.114431658Z,0
353860,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,47552.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:10.262189724Z,1
3315428,10.42.2.115,10.42.1.61,True,port-scanner-28718780-tlqcx,orange,46465.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,308.0,False,False,2024-08-08T14:22:21.699824202Z,2
3365567,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,28118.0,False,False,2024-08-08T14:22:56.395428791Z,2
24445,10.42.0.5,10.42.1.210,False,color-app-violet-8-68b6cd869d-z5gh2,violet,33370.0,color-app-violet-6-58c47744c9-c86hx,violet,3000.0,True,False,2024-08-08T13:58:24.149690808Z,0
2655497,10.42.2.176,10.42.2.189,False,color-app-pink-4-fd6d9b4d4-pthp6,pink,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:17:37.649292857Z,0
1341947,10.42.2.189,10.42.4.10,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-gray-3-85845f7568-hcxrb,gray,,False,False,2024-08-08T14:08:18.115546467Z,0
2652304,10.42.2.114,10.42.2.189,False,,,47672.0,coredns-6799fbcd5-8cvtr,kube-system,8181.0,False,False,2024-08-08T14:17:24.623689138Z,0
1527563,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,57998.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:02.158507832Z,1
4384474,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,62764.0,False,False,2024-08-08T14:23:33.829262401Z,2
3501026,10.42.1.77,10.42.2.115,False,color-app-green-9-554764bc47-dnz2n,green,17778.0,port-scanner-28718780-tlqcx,orange,34217.0,True,False,2024-08-08T14:22:58.189764703Z,0
1621673,10.42.2.189,10.42.0.60,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-white-12-d9755f9df-kz56v,white,,False,False,2024-08-08T14:09:55.086271135Z,0
1990773,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,38000.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:09.663309428Z,1
3973056,10.42.3.37,10.42.2.150,False,color-app-indigo-1-55c9fbd855-24fhp,indigo,3000.0,color-app-indigo-4-7ffd694f76-gmmdm,indigo,39546.0,True,False,2024-08-08T14:34:37.403177861Z,0
2303176,10.42.2.143,10.42.2.64,False,color-app-pink-3-868f445448-4ddll,pink,80.0,ddos-simulator-pink-28718772-pr8vh,pink,53914.0,True,False,2024-08-08T14:12:32.873754350Z,0
524246,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,54438.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:19.446639836Z,1
4816361,10.42.2.114,10.42.2.189,False,,,45126.0,coredns-6799fbcd5-8cvtr,kube-system,8181.0,True,False,2024-08-08T14:25:38.625059090Z,0
4857813,10.42.2.189,10.42.4.221,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-cyan-7-6ff9ffb784-8g5mc,cyan,,False,False,2024-08-08T14:39:24.106603616Z,0
2750607,10.42.1.251,10.42.2.189,False,color-app-brown-10-7cbcfcf9d4-n24bb,brown,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:09:04.765023481Z,0
1654131,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,35104.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:06.756560245Z,1
1591733,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,45310.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:23.832504032Z,1
3406532,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,49885.0,False,False,2024-08-08T14:22:54.826363056Z,2
4614013,10.42.2.115,10.42.1.98,True,port-scanner-28718780-tlqcx,orange,55567.0,,,39100.0,False,False,2024-08-08T14:23:46.449045673Z,2
4109232,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,64148.0,False,False,2024-08-08T14:23:34.811409441Z,2
4954136,10.42.2.120,10.42.4.49,False,color-app-orange-7-c79986cfb-7qs2l,orange,33474.0,color-app-orange-3-8546bc9476-2ggzx,orange,3000.0,True,True,2024-08-08T14:27:01.150914954Z,0
3683757,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,43490.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:29.524685235Z,1
4546325,10.42.2.114,10.42.2.216,False,,,38064.0,metrics-server-54fd9b65b-mwhgf,kube-system,10250.0,True,False,2024-08-08T14:24:40.639310067Z,0
4310457,10.42.3.191,10.42.1.165,False,color-app-yellow-1-7d6cfb85f-pnj5f,yellow,3000.0,color-app-yellow-2-7d75f874b9-wb6zx,yellow,44296.0,True,True,2024-08-08T14:39:03.991443931Z,0
1778585,10.42.2.189,10.42.2.149,False,coredns-6799fbcd5-8cvtr,kube-system,,otelcol-daemonset-2qx6b,kube-system,,False,False,2024-08-08T14:10:59.065183336Z,0
3774569,10.42.1.112,10.42.2.241,False,color-app-red-3-7c994d6b66-mlr9q,red,80.0,ddos-simulator-red-28718772-vmgd5,red,38442.0,True,False,2024-08-08T14:12:27.821720229Z,0
3901556,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,33650.0,True,False,2024-08-08T14:35:16.110712660Z,0
2777579,10.42.2.43,10.42.0.22,False,color-app-orange-1-68f66dcb67-82ht9,orange,80.0,color-app-orange-6-8686f4d99c-jjmmx,orange,59520.0,True,False,2024-08-08T14:05:15.904239304Z,0
1132734,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,50198.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:18.570404931Z,1
4753420,10.42.4.238,10.42.0.143,True,ddos-simulator-yellow-28718795-lzbvb,yellow,41050.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,80.0,False,False,2024-08-08T14:35:32.252228378Z,1
3322697,10.42.3.37,10.42.4.231,False,color-app-indigo-1-55c9fbd855-24fhp,indigo,80.0,color-app-indigo-12-6d4847858f-fdvg5,indigo,40792.0,True,False,2024-08-08T14:34:41.607059234Z,0
3821574,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,36125.0,False,False,2024-08-08T14:22:59.286945205Z,2
1855596,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,42826.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:21.356519163Z,1
2407780,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,58716.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:12.914469585Z,1
3463710,10.42.2.189,10.42.3.138,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-green-15-6795d978d-mln6c,green,,False,False,2024-08-08T14:26:44.137948257Z,0
2116933,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,56466.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:27.821003955Z,1
2102567,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,34392.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:13.692904294Z,1
3685618,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,5467.0,False,False,2024-08-08T14:23:01.840274753Z,2
4165161,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,63564.0,False,False,2024-08-08T14:23:33.825668584Z,2
1355573,10.42.2.189,10.42.3.112,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-gray-17-5d7fdf445c-2hd4m,gray,,False,False,2024-08-08T14:07:56.574423038Z,0
1003954,10.42.3.201,10.42.2.67,False,color-app-red-4-84d789dcb4-kxzwd,red,80.0,ddos-simulator-red-28718762-4t8xb,red,54102.0,True,False,2024-08-08T14:02:32.768584265Z,0
1293294,10.42.1.78,10.42.2.189,False,otelcol-daemonset-cwmt2,kube-system,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:07:43.638470784Z,0
1006580,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,56398.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:12.344122966Z,1
2541091,10.42.0.74,10.42.2.24,False,otelcol-daemonset-2tzhn,kube-system,47346.0,otel-backend-f5f46cbb5-xtjgm,otel-backend,8000.0,True,True,2024-08-08T14:15:43.652488474Z,0
3622076,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,896.0,False,False,2024-08-08T14:22:58.195711377Z,2
3753274,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,57300.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:29.933181196Z,1
1482760,10.42.4.81,185.199.111.133,True,vuln-scanner-kube-owasp-zap-vpcp9,owasp-zap,39886.0,,,443.0,False,False,2024-08-08T14:08:30.945139364Z,3
3549421,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,41730.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:23.176463945Z,1
1336381,10.42.0.225,10.42.4.175,False,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,ddos-simulator-blue-28718762-zlgx7,blue,39088.0,True,False,2024-08-08T14:02:16.315452448Z,0
4443080,10.42.1.93,10.42.4.75,False,color-app-white-18-65b4d8468-mcpqt,white,39054.0,color-app-white-15-5cfc9f8f6d-8mrzf,white,3000.0,True,True,2024-08-08T14:13:37.550528419Z,0
1356779,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,35392.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:17.228689076Z,1
3244881,10.42.2.22,10.42.0.117,False,color-app-white-3-7658877c8-ntmml,white,38094.0,color-app-white-1-5df699b675-fbbhc,white,3000.0,True,False,2024-08-08T14:20:26.428530981Z,0
3802379,10.42.2.115,10.42.1.92,True,port-scanner-28718780-tlqcx,orange,37813.0,color-app-indigo-5-5874b58fdc-qv2g4,indigo,9921.0,False,False,2024-08-08T14:23:29.367084284Z,2
2136350,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,52968.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:26.895750837Z,1
4195059,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,63250.0,False,False,2024-08-08T14:23:34.271938763Z,2
3526008,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,18200.0,False,False,2024-08-08T14:23:00.270324330Z,2
2065964,10.42.3.100,10.42.2.161,False,color-app-blue-9-d967cd767-qh94w,blue,80.0,ddos-simulator-blue-28718772-bf46g,blue,37902.0,True,False,2024-08-08T14:12:09.661580694Z,0
574502,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,53542.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:10.187863986Z,1
3241618,fe80::548b:32ff:fee8:eb35,ff02::2,True,,,,,,,False,False,2024-08-08T14:20:02.399332760Z,3
4324762,10.42.2.33,10.42.0.41,False,color-app-gray-9-595f6f8c95-n652f,gray,55828.0,color-app-gray-1-8bf55f97f-jdhgl,gray,3000.0,True,False,2024-08-08T14:16:13.504677809Z,0
4776239,10.42.2.110,10.42.4.54,False,color-app-green-7-58c88cb7db-crk2g,green,80.0,color-app-green-11-644989ddbd-968nl,green,60100.0,True,True,2024-08-08T14:40:01.719480473Z,0
383777,10.42.2.67,10.42.3.201,True,ddos-simulator-red-28718762-4t8xb,red,53526.0,color-app-red-4-84d789dcb4-kxzwd,red,80.0,False,False,2024-08-08T14:02:18.315308836Z,1
3336293,10.42.0.101,10.42.0.191,True,ddos-simulator-green-28718772-h9hwz,green,54806.0,color-app-green-8-599dbb69d8-9mz6z,green,80.0,False,False,2024-08-08T14:12:26.058138579Z,1
2347525,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,55048.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:19.387150143Z,1
3240192,10.42.2.143,10.42.3.235,False,color-app-pink-3-868f445448-4ddll,pink,51106.0,color-app-pink-1-786f5548f5-5bxzv,pink,3000.0,True,False,2024-08-08T14:19:55.616429403Z,0
3598772,10.42.1.77,10.42.4.54,False,color-app-green-9-554764bc47-dnz2n,green,80.0,color-app-green-11-644989ddbd-968nl,green,43130.0,True,False,2024-08-08T14:34:35.725716185Z,0
2920826,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,56212.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:03.217441241Z,1
664205,10.42.0.224,10.42.2.189,False,color-app-magenta-6-6558dc7db7-rkfg6,magenta,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:02:55.060084271Z,0
3505141,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,40021.0,False,False,2024-08-08T14:22:58.929676164Z,2
1896177,10.42.2.58,10.42.2.189,False,color-app-brown-7-845f9449fb-v9fst,brown,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:10:44.007848479Z,0
2545155,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,34068.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:15.140261353Z,1
3055427,10.42.2.114,10.42.4.239,False,,,48670.0,traefik-77f4c45b64-w762l,kube-system,8000.0,True,False,2024-08-08T14:17:46.964763058Z,0
3577654,10.42.4.238,10.42.0.143,True,ddos-simulator-yellow-28718795-lzbvb,yellow,60810.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,80.0,False,False,2024-08-08T14:35:10.062980170Z,1
3909272,10.42.2.115,10.42.1.92,True,port-scanner-28718780-tlqcx,orange,46405.0,color-app-indigo-5-5874b58fdc-qv2g4,indigo,41731.0,False,False,2024-08-08T14:23:31.981718755Z,2
3496918,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,45088.0,True,False,2024-08-08T14:35:06.235557611Z,0
631450,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,41900.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:11.941930682Z,1
1742073,10.42.4.117,10.42.2.189,False,color-app-green-14-5fcc588456-dgsfx,green,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:09:56.714370971Z,0
3957652,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,36426.0,color-app-white-18-65b4d8468-mcpqt,white,11860.0,False,False,2024-08-08T14:23:33.146173868Z,2
786852,10.42.4.58,10.42.3.55,True,ddos-simulator-pink-28718762-fcxgl,pink,33894.0,color-app-pink-7-6dd49bf4b8-cv8rm,pink,80.0,False,False,2024-08-08T14:02:23.282104462Z,1
238102,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,42740.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:10.226271921Z,1
4394706,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,63705.0,False,False,2024-08-08T14:23:34.634147899Z,2
4378479,10.42.0.143,10.42.4.238,False,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,80.0,ddos-simulator-yellow-28718795-lzbvb,yellow,40220.0,True,False,2024-08-08T14:35:32.241954145Z,0
3457556,10.42.3.197,10.42.3.190,False,hubble-relay-658dfc95c4-gpgj9,kube-system,4222.0,,,43806.0,True,False,2024-08-08T14:24:22.885164730Z,0
4648586,10.42.0.148,10.42.4.63,True,ddos-simulator-red-28718795-v6gk8,red,52820.0,color-app-red-2-6fb9d7579-s6ncd,red,80.0,False,False,2024-08-08T14:35:32.241094305Z,1
4886469,10.42.4.31,10.42.2.150,False,color-app-indigo-8-58bb97db64-z6dq5,indigo,38914.0,color-app-indigo-4-7ffd694f76-gmmdm,indigo,3000.0,False,False,2024-08-08T14:39:55.008248659Z,0
